name;supplier;category;subcategory;reference;oem_reference;part_brand;price;quantity;delivery_time;vehicle_make;vehicle_model;year_start;year_end;engine;engine_number;viscosity;engine_type;volume_liters;specification;interval_km;description;synonyms;image_url;active
Lower Control Arm (L) Hyundai 54501-2W000;Via Peças;part;Suspension;54501-2W000;;;42500.0;1;Today;Hyundai;Santa Fe;2013;2018.0;2.0/2.2;;;;;;;Left;braço suspensão inf (e), lower control arm (l);;yes
Lower Control Arm (L) Hyundai 54501-3J000;Via Peças;part;Suspension;54501-3J000;;;49800.0;1;Today;Hyundai;Veracruz;2007;2012.0;3.8;;;;;;;Left;braço suspensão inf (e), lower control arm (l);;yes
Lower Control Arm (L) Hyundai/Kia 54501-3S000;Via Peças;part;Suspension;54501-3S000;;;46500.0;1;Today;Hyundai/Kia;Sonata/Optima;2011;2014.0;2.0/2.4;;;;;;;Left;braço suspensão inf (e), lower control arm (l);;yes
Lower Control Arm (L) Hyundai 54501-3X000;Via Peças;part;Suspension;54501-3X000;;;48500.0;1;Today;Hyundai;Elantra (MD);2011;2015.0;1.6/1.8;;;;;;;Left;braço suspensão inf (e), lower control arm (l);;yes
Lower Control Arm (L) Hyundai 54501-4H000;Via Peças;part;Suspension;54501-4H000;;;51500.0;1;Today;Hyundai;H1 Starex;2008;2020.0;2.5;;;;;;;Left;braço suspensão inf (e), lower control arm (l);;yes
Lower Control Arm (L) Kia 54501-A7000;Via Peças;part;Suspension;54501-A7000;;;45500.0;1;Today;Kia;Cerato/Forte;2013;2018.0;1.6/2.0;;;;;;;Left;braço suspensão inf (e), lower control arm (l);;yes
Lower Control Arm (L) Kia 54501-B2000;Via Peças;part;Suspension;54501-B2000;;;44500.0;1;Today;Kia;Soul;2014;2019.0;1.6;;;;;;;Left;braço suspensão inf (e), lower control arm (l);;yes
Lower Control Arm (L) Hyundai 54501-B4000;Via Peças;part;Suspension;54501-B4000;;;38900.0;1;Today;Hyundai;i10 (IA);2014;2019.0;1.0/1.2;;;;;;;Left;braço suspensão inf (e), lower control arm (l);;yes
Lower Control Arm (L) Hyundai 54501-C1000;Via Peças;part;Suspension;54501-C1000;;;42500.0;1;Today;Hyundai;Sonata (LF);2015;2019.0;2.0/2.4;;;;;;;Left;braço suspensão inf (e), lower control arm (l);;yes
Lower Control Arm (L) Kia 54501-C5000;Via Peças;part;Suspension;54501-C5000;;;42500.0;1;Today;Kia;Sorento (UM);2015;2020.0;2.2/2.4;;;;;;;Left;braço suspensão inf (e), lower control arm (l);;yes
Lower Control Arm (L) Hyundai/Kia 54501-D3000;Via Peças;part;Suspension;54501-D3000;;;54500.0;1;Today;Hyundai/Kia;Tucson/Sportage;2015;2020.0;1.6/2.0;;;;;;;Left;braço suspensão inf (e), lower control arm (l);;yes
Lower Control Arm (L) Hyundai 54501-D7000;Via Peças;part;Suspension;54501-D7000;;;42500.0;1;Today;Hyundai;Santa Fe;2018;2023.0;2.0/2.2;;;;;;;Left;braço suspensão inf (e), lower control arm (l);;yes
Lower Control Arm (L) Hyundai 54501-F2000;Via Peças;part;Suspension;54501-F2000;;;42500.0;1;Today;Hyundai;Elantra (AD);2016;2020.0;2.0;;;;;;;Left;braço suspensão inf (e), lower control arm (l);;yes
Ball Joint of Suspension Kia 54530-07000;Via Peças;part;Suspension;54530-07000;;;45500.0;1;Today;Kia;Picanto;2004;2011.0;1.0/1.1;;;;;;;Front;rótula de suspensão, ball joint;;yes
Ball Joint of Suspension Hyundai/Kia 54530-0U000;Via Peças;part;Suspension;54530-0U000;;;14500.0;1;Today;Hyundai/Kia;Accent/Rio;2011;2017.0;Various;;;;;;;Front;rótula de suspensão, ball joint;;yes
Ball Joint of Suspension Kia 54530-2K000;Via Peças;part;Suspension;54530-2K000;;;15800.0;1;Today;Kia;Soul;2008;2013.0;1.6/2.0;;;;;;;Front;rótula de suspensão, ball joint;;yes
Ball Joint of Suspension Kia 54530-2T010;Via Peças;part;Suspension;54530-2T010;;;16800.0;1;Today;Kia;Optima;2011;2015.0;2.0/2.4;;;;;;;Front;rótula de suspensão, ball joint;;yes
Ball Joint of Suspension Hyundai 54530-3J000;Via Peças;part;Suspension;54530-3J000;;;15800.0;1;Today;Hyundai;Veracruz;2007;2012.0;3.8;;;;;;;Front;rótula de suspensão, ball joint;;yes
Ball Joint of Suspension Hyundai 54530-3S000;Via Peças;part;Suspension;54530-3S000;;;16500.0;1;Today;Hyundai;Sonata;2011;2014.0;2.0/2.4;;;;;;;Front;rótula de suspensão, ball joint;;yes
Ball Joint of Suspension Hyundai/Kia 54530-3S100;Via Peças;part;Suspension;54530-3S100;;;14500.0;1;Today;Hyundai/Kia;Azera/Cadenza;2011;2016.0;3.0/3.3;;;;;;;Front;rótula de suspensão, ball joint;;yes
Ball Joint of Suspension Hyundai 54530-3X000;Via Peças;part;Suspension;54530-3X000;;;15000.0;1;Today;Hyundai;Elantra;2011;2015.0;1.6/1.8;;;;;;;Front;rótula de suspensão, ball joint;;yes
Ball Joint of Suspension Hyundai 54530-C1000;Via Peças;part;Suspension;54530-C1000;;;16500.0;1;Today;Hyundai;Sonata;2015;2019.0;2.0/2.4;;;;;;;Front;rótula de suspensão, ball joint;;yes
Support/Mount of Shock Absorber Kia 54610-C5000;Via Peças;part;Suspension;54610-C5000;;;19800.0;1;Today;Kia;Sorento;2015;2020.0;2.2/2.4;;;;;;;Front Axle;apoio de amortecedor, strut mount;;yes
Front Shock Absorber (L) Hyundai 54650-1J000;Via Peças;part;Suspension;54650-1J000;;;58800.0;1;Today;Hyundai;i20;2008;2012.0;1.2/1.4;;;;;;;Left Side;amortecedor diant (e), shock absorber (l);;yes
Front Shock Absorber (L) Hyundai 54650-1J351;Via Peças;part;Suspension;54650-1J351;;;45500.0;1;Today;Hyundai;i20;2012;2014.0;1.2/1.4;;;;;;;Left Side;amortecedor diant (e), shock absorber (l);;yes
Front Shock Absorber (L) Hyundai 54650-1R000;Via Peças;part;Suspension;54650-1R000;;;45500.0;1;Today;Hyundai;Accent;2011;2017.0;1.4/1.6;;;;;;;Left Side;amortecedor diant (e), shock absorber (l);;yes
Front Shock Absorber (L) Kia 54650-1Y000;Via Peças;part;Suspension;54650-1Y000;;;40000.0;1;Today;Kia;Picanto;2011;2017.0;1.0/1.2;;;;;;;Left Side;amortecedor diant (e), shock absorber (l);;yes
Front Shock Absorber (L) Hyundai 54650-2B200;Via Peças;part;Suspension;54650-2B200;;;46800.0;1;Today;Hyundai;Santa Fe;2006;2009.0;2.2/2.7;;;;;;;Left;amortecedor diant (e), shock absorber (l);;yes
Front Shock Absorber (L) Hyundai/Kia 54650-2H000;Via Peças;part;Suspension;54650-2H000;;;43900.0;1;Today;Hyundai/Kia;i30/Ceed;2007;2012.0;Various;;;;;;;Left;amortecedor diant (e), shock absorber (l);;yes
Front Shock Absorber (L) Kia 54650-2K400;Via Peças;part;Suspension;54650-2K400;;;44800.0;1;Today;Kia;Soul;2008;2013.0;1.6;;;;;;;Left;amortecedor diant (e), shock absorber (l);;yes
Front Shock Absorber (L) Kia 54650-2P100;Via Peças;part;Suspension;54650-2P100;;;45800.0;1;Today;Kia;Sorento;2009;2014.0;2.2/2.4;;;;;;;Left;amortecedor diant (e), shock absorber (l);;yes
Front Shock Absorber (L) Hyundai 54650-3J200;Via Peças;part;Suspension;54650-3J200;;;43200.0;1;Today;Hyundai;Veracruz;2007;2012.0;3.8;;;;;;;Left;amortecedor diant (e), shock absorber (l);;yes
Front Shock Absorber (L) Hyundai 54650-B4100;Via Peças;part;Suspension;54650-B4100;;;48800.0;1;Today;Hyundai;i10 (IA);2014;2019.0;1.0/1.2;;;;;;;Left;amortecedor diant (e), shock absorber (l);;yes
Front Shock Absorber (L) Kia 54650-D4000;Via Peças;part;Suspension;54650-D4000;;;548000.0;1;Today;Kia;Optima (JF);2016;2020.0;2.0;;;;;;;Left;amortecedor diant (e), shock absorber (l);;yes
Front Shock Absorber (L) Kia 54651-2T020;Via Peças;part;Suspension;54651-2T020;;;63800.0;1;Today;Kia;Optima (TF);2011;2015.0;2.0/2.4;;;;;;;Left;amortecedor diant (e), shock absorber (l);;yes
Front Shock Absorber (L) Kia 54651-2T232;Via Peças;part;Suspension;54651-2T232;;;60500.0;1;Today;Kia;Optima;2012;2015.0;Various;;;;;;;Gas;amortecedor diant (e), shock absorber (l);;yes
Front Shock Absorber (L) Kia 54651-2T410;Via Peças;part;Suspension;54651-2T410;;;62500.0;1;Today;Kia;Optima Hybrid;2011;2015.0;2.0/2.4;;;;;;;Left;amortecedor diant (e), shock absorber (l);;yes
Front Shock Absorber (L) Hyundai 54651-2W200;Via Peças;part;Suspension;54651-2W200;;;61500.0;1;Today;Hyundai;Santa Fe;2013;2018.0;2.0/2.2;;;;;;;Left;amortecedor diant (e), shock absorber (l);;yes
Front Shock Absorber (L) Hyundai 54651-3S010;Via Peças;part;Suspension;54651-3S010;;;60600.0;1;Today;Hyundai;Sonata (YF);2011;2014.0;2.0/2.4;;;;;;;Left;amortecedor diant (e), shock absorber (l);;yes
Front Shock Absorber (L) Hyundai 54651-3V410;Via Peças;part;Suspension;54651-3V410;;;58900.0;1;Today;Hyundai;Azera (HG);2011;2016.0;3.0/3.3;;;;;;;Left;amortecedor diant (e), shock absorber (l);;yes
Front Shock Absorber (L) Hyundai 54651-3X250;Via Peças;part;Suspension;54651-3X250;;;54800.0;1;Today;Hyundai;Elantra (MD);2011;2015.0;1.6/1.8;;;;;;;Left;amortecedor diant (e), shock absorber (l);;yes
Front Shock Absorber (L) Hyundai 54651-F2500;Via Peças;part;Suspension;54651-F2500;;;55800.0;1;Today;Hyundai;Elantra (AD);2016;2020.0;2.0;;;;;;;Left;amortecedor diant (e), shock absorber (l);;yes
Front Shock Absorber (R) Hyundai 54660-1J000;Via Peças;part;Suspension;54660-1J000;;;49800.0;1;Today;Hyundai;i20;2008;2012.0;1.2/1.4;;;;;;;Right;amortecedor diant (d), shock absorber (r);;yes
Front Shock Absorber (R) Hyundai 54660-1J351;Via Peças;part;Suspension;54660-1J351;;;588000.0;1;Today;Hyundai;i20;2012;2014.0;1.2/1.4;;;;;;;Right;amortecedor diant (d), shock absorber (r);;yes
Front Shock Absorber (R) Hyundai 54660-1R000;Via Peças;part;Suspension;54660-1R000;;;54500.0;1;Today;Hyundai;Accent;2011;2017.0;1.4/1.6;;;;;;;Right;amortecedor diant (d), shock absorber (r);;yes
Front Shock Absorber (R) Kia 54660-1Y000;Via Peças;part;Suspension;54660-1Y000;;;40000.0;1;Today;Kia;Picanto;2011;2017.0;1.0/1.2;;;;;;;Right;amortecedor diant (d), shock absorber (r);;yes
Front Shock Absorber (R) Hyundai 54660-2B200;Via Peças;part;Suspension;54660-2B200;;;46800.0;1;Today;Hyundai;Santa Fe;2006;2009.0;2.2/2.7;;;;;;;Right;amortecedor diant (d), shock absorber (r);;yes
Front Shock Absorber (R) Hyundai/Kia 54660-2H000;Via Peças;part;Suspension;54660-2H000;;;43900.0;1;Today;Hyundai/Kia;i30/Ceed;2007;2012.0;Various;;;;;;;Right;amortecedor diant (d), shock absorber (r);;yes
Front Shock Absorber (R) Kia 54660-2K400;Via Peças;part;Suspension;54660-2K400;;;44800.0;1;Today;Kia;Soul;2008;2013.0;1.6;;;;;;;Right;amortecedor diant (d), shock absorber (r);;yes
Front Shock Absorber (R) Kia 54660-2P100;Via Peças;part;Suspension;54660-2P100;;;45800.0;1;Today;Kia;Sorento;2009;2014.0;2.2/2.4;;;;;;;Right;amortecedor diant (d), shock absorber (r);;yes
Front Shock Absorber (R) Hyundai 54660-3J200;Via Peças;part;Suspension;54660-3J200;;;43200.0;1;Today;Hyundai;Veracruz;2007;2012.0;3.8;;;;;;;Right;amortecedor diant (d), shock absorber (r);;yes
Front Shock Absorber (R) Hyundai 54660-B4100;Via Peças;part;Suspension;54660-B4100;;;48800.0;1;Today;Hyundai;i10 (IA);2014;2019.0;1.0/1.2;;;;;;;Right;amortecedor diant (d), shock absorber (r);;yes
Front Shock Absorber (R) Kia 54660-D4000;Via Peças;part;Suspension;54660-D4000;;;548000.0;1;Today;Kia;Optima (JF);2016;2020.0;2.0;;;;;;;Right;amortecedor diant (d), shock absorber (r);;yes
Front Shock Absorber (R) Hyundai/Kia 54661-2S550;Via Peças;part;Suspension;54661-2S550;;;51200.0;1;Today;Hyundai/Kia;ix35/Sportage;2010;2015.0;2.0;;;;;;;Right;amortecedor diant (d), shock absorber (r);;yes
Front Shock Absorber (R) Kia 54661-2T020;Via Peças;part;Suspension;54661-2T020;;;63800.0;1;Today;Kia;Optima (TF);2011;2015.0;2.0/2.4;;;;;;;Right;amortecedor diant (d), shock absorber (r);;yes
Front Shock Absorber (R) Kia 54661-2T232;Via Peças;part;Suspension;54661-2T232;;;60500.0;1;Today;Kia;Optima;2012;2015.0;Various;;;;;;;Gas;amortecedor diant (d), shock absorber (r);;yes
Front Shock Absorber (R) Kia 54661-2T410;Via Peças;part;Suspension;54661-2T410;;;62500.0;1;Today;Kia;Optima Hybrid;2011;2015.0;2.0/2.4;;;;;;;Right;amortecedor diant (d), shock absorber (r);;yes
Front Shock Absorber (R) Hyundai 54661-2W200;Via Peças;part;Suspension;54661-2W200;;;61500.0;1;Today;Hyundai;Santa Fe;2013;2018.0;2.0/2.2;;;;;;;Right;amortecedor diant (d), shock absorber (r);;yes
Front Shock Absorber (R) Hyundai 54661-3S010;Via Peças;part;Suspension;54661-3S010;;;60600.0;1;Today;Hyundai;Sonata (YF);2011;2014.0;2.0/2.4;;;;;;;Right;amortecedor diant (d), shock absorber (r);;yes
Front Shock Absorber (R) Hyundai 54661-3V410;Via Peças;part;Suspension;54661-3V410;;;58900.0;1;Today;Hyundai;Azera (HG);2011;2016.0;3.0/3.3;;;;;;;Right;amortecedor diant (d), shock absorber (r);;yes
Front Shock Absorber (R) Hyundai 54661-3X250;Via Peças;part;Suspension;54661-3X250;;;54800.0;1;Today;Hyundai;Elantra (MD);2011;2015.0;1.6/1.8;;;;;;;Right;amortecedor diant (d), shock absorber (r);;yes
Front Shock Absorber (R) Hyundai 54661-F2500;Via Peças;part;Suspension;54661-F2500;;;55800.0;1;Today;Hyundai;Elantra (AD);2016;2020.0;2.0;;;;;;;Right;amortecedor diant (d), shock absorber (r);;yes
Stabilizer Bar Kia 54810-1W000;Via Peças;part;Mechanical;54810-1W000;;;97500.0;1;Today;Kia;Rio;2011;2017.0;Various;;;;;;;Front Axle;barra estabilizadora, stabilizer bar;;yes
Stabilizer Bar Kia 54810-1Y000;Via Peças;part;Mechanical;54810-1Y000;;;75500.0;1;Today;Kia;Picanto;2011;2017.0;Various;;;;;;;Front Axle;barra estabilizadora, stabilizer bar;;yes
Stabilizer Bar Hyundai/Kia 54810-2S700;Via Peças;part;Mechanical;54810-2S700;;;89800.0;1;Today;Hyundai/Kia;ix35/Sportage;2010;2015.0;2.0;;;;;;;Front Axle;barra estabilizadora, stabilizer bar;;yes
Stabilizer Bar Bushing Kia 54812-07000;Via Peças;part;Mechanical;54812-07000;;;14500.0;1;Today;Kia;Picanto;2004;2011.0;1.0/1.1;;;;;;;Rubber;casquilho barra estabiliz, stabilizer bush;;yes
Stabilizer Bar Bushing Kia 54813-1W000;Via Peças;part;Mechanical;54813-1W000;;;6500.0;1;Today;Kia;Rio;2011;2017.0;Various;;;;;;;Rubber;casquilho barra estabiliz, stabilizer bush;;yes
Stabilizer Bar Bushing Kia 54813-1Y000;Via Peças;part;Mechanical;54813-1Y000;;;7800.0;1;Today;Kia;Picanto;2011;2017.0;Various;;;;;;;Rubber;casquilho barra estabiliz, stabilizer bush;;yes
Stabilizer Bar Bushing Kia 54813-2J000;Via Peças;part;Mechanical;54813-2J000;;;9800.0;1;Today;Kia;Mohave/Borrego;2008;2015.0;3.0/3.8;;;;;;;Rubber;casquilho barra estabiliz, stabilizer bush;;yes
Stabilizer Bar Bushing Hyundai/Kia 54813-2S000;Via Peças;part;Mechanical;54813-2S000;;;7500.0;1;Today;Hyundai/Kia;ix35/Sportage;2010;2015.0;Various;;;;;;;Rubber;casquilho barra estabiliz, stabilizer bush;;yes
Stabilizer Bar Bushing Kia 54813-2T000;Via Peças;part;Mechanical;54813-2T000;;;7500.0;1;Today;Kia;Optima;2011;2015.0;2.0/2.4;;;;;;;Rubber;casquilho barra estabiliz, stabilizer bush;;yes
Stabilizer Bar Bushing Hyundai 54813-2W100;Via Peças;part;Mechanical;54813-2W100;;;7800.0;1;Today;Hyundai;Santa Fe;2013;2018.0;2.0/2.2;;;;;;;Rubber;casquilho barra estabiliz, stabilizer bush;;yes
Stabilizer Bar Bushing Hyundai 54813-3K100;Via Peças;part;Mechanical;54813-3K100;;;7500.0;1;Today;Hyundai;Sonata (NF);2005;2010.0;2.0/2.4;;;;;;;Rubber;casquilho barra estabiliz, stabilizer bush;;yes
Stabilizer Bar Bushing Hyundai 54813-3X000;Via Peças;part;Mechanical;54813-3X000;;;6800.0;1;Today;Hyundai;Elantra;2011;2015.0;1.6/1.8;;;;;;;Rubber;casquilho barra estabiliz, stabilizer bush;;yes
Stabilizer Bar Bushing Hyundai 54813-3X500;Via Peças;part;Mechanical;54813-3X500;;;6800.0;1;Today;Hyundai;Elantra;2013;2016.0;Various;;;;;;;Rubber;casquilho barra estabiliz, stabilizer bush;;yes
Stabilizer Bar Bushing Hyundai 54813-B4000;Via Peças;part;Mechanical;54813-B4000;;;7400.0;1;Today;Hyundai;i10 (IA);2014;2019.0;1.0/1.2;;;;;;;Rubber;casquilho barra estabiliz, stabilizer bush;;yes
Stabilizer Bar Bushing Hyundai/Kia 54813-D3000;Via Peças;part;Mechanical;54813-D3000;;;7800.0;1;Today;Hyundai/Kia;Tucson/Sportage;2015;2020.0;Various;;;;;;;Rubber;casquilho barra estabiliz, stabilizer bush;;yes
Link Stabilizer Front Kia 54830-07000;Via Peças;part;Mechanical;54830-07000;;;14500.0;1;Today;Kia;Picanto;2004;2011.0;1.0/1.1;;;;;;;Front;pendural estabiliz diant, front stabilizer link;;yes
Link Stabilizer Front Hyundai/Kia 54830-0U000;Via Peças;part;Mechanical;54830-0U000;;;12000.0;1;Today;Hyundai/Kia;Accent/Rio;2011;2017.0;Various;;;;;;;Front;pendural estabiliz diant, front stabilizer link;;yes
Link Stabilizer Front Hyundai 54830-1J000;Via Peças;part;Mechanical;54830-1J000;;;18500.0;1;Today;Hyundai;i20;2008;2014.0;Various;;;;;;;Front;pendural estabiliz diant, front stabilizer link;;yes
Link Stabilizer Front Hyundai/Kia 54830-2E100;Via Peças;part;Mechanical;54830-2E100;;;15800.0;1;Today;Hyundai/Kia;Tucson/Sportage;2004;2010.0;Various;;;;;;;Front;pendural estabiliz diant, front stabilizer link;;yes
Link Stabilizer Front Hyundai/Kia 54830-2H100;Via Peças;part;Mechanical;54830-2H100;;;17800.0;1;Today;Hyundai/Kia;i30/Ceed;2007;2012.0;Various;;;;;;;Front;pendural estabiliz diant, front stabilizer link;;yes
Link Stabilizer Front Hyundai 54830-2W000;Via Peças;part;Mechanical;54830-2W000;;;16800.0;1;Today;Hyundai;Santa Fe;2013;2018.0;Various;;;;;;;Front;pendural estabiliz diant, front stabilizer link;;yes
Link Stabilizer Front Kia 54830-C5000;Via Peças;part;Mechanical;54830-C5000;;;16800.0;1;Today;Kia;Sorento (UM);2015;2020.0;2.2/2.4;;;;;;;Front;pendural estabiliz diant, front stabilizer link;;yes
Link Stabilizer Front (R) Hyundai 54840-2B000;Via Peças;part;Mechanical;54840-2B000;;;15800.0;1;Today;Hyundai;Santa Fe;2006;2012.0;2.7/3.3;;;;;;;Right;pendural estabiliz diant (d), front stabilizer link (r);;yes
Link Stabilizer Front Kia 54840-2K000;Via Peças;part;Mechanical;54840-2K000;;;14500.0;1;Today;Kia;Soul;2008;2013.0;1.6/2.0;;;;;;;Front;pendural estabiliz diant, front stabilizer link;;yes
Rear Axle Hyundai/Kia 55100-2S000;Via Peças;part;Mechanical;55100-2S000;;;35500.0;1;Today;Hyundai/Kia;ix35/Sportage;2010;2015.0;Various;;;;;;;Frame;eixo traseiro, rear axle beam;;yes
Arm Suspension Rear Suzuki 55211-60A00;Via Peças;part;Suspension;55211-60A00;;;30500.0;1;Today;Suzuki;Vitara/Sidekick;1988;1998.0;Various;;;;;;;Suspension;braço suspensão tras, rear control arm;;yes
Arm of Adjustment Rear Hyundai 55250-2W000;Via Peças;part;Suspension;55250-2W000;;;39800.0;1;Today;Hyundai;Santa Fe;2013;2018.0;2.0/2.2;;;;;;;Wheel Alignment;braço de ajuste tras, rear assist arm;;yes
Arm Suspension Rear (L) Hyundai 55270-2W000;Via Peças;part;Suspension;55270-2W000;;;37800.0;1;Today;Hyundai;Santa Fe;2013;2018.0;Various;;;;;;;Upper/Left;braço suspensão tras (e), rear control arm (l);;yes
Arm Suspension Rear (R) Hyundai 55280-2W000;Via Peças;part;Suspension;55280-2W000;;;37800.0;1;Today;Hyundai;Santa Fe;2013;2018.0;Various;;;;;;;Upper/Right;braço suspensão tras (d), rear control arm (r);;yes
Rear Shock Absorber Hyundai 55300-0X100;Via Peças;part;Suspension;55300-0X100;;;31500.0;1;Today;Hyundai;i10;2008;2013.0;1.1;;;;;;;Rear;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber Hyundai 55300-1J000;Via Peças;part;Suspension;55300-1J000;;;33800.0;1;Today;Hyundai;i20;2008;2014.0;1.2/1.4;;;;;;;Rear;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber Kia 55300-1M000;Via Peças;part;Suspension;55300-1M000;;;33800.0;1;Today;Kia;Cerato/Forte;2008;2013.0;1.6/2.0;;;;;;;Rear;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber Hyundai 55300-1R100;Via Peças;part;Suspension;55300-1R100;;;34500.0;1;Today;Hyundai;Accent;2011;2017.0;1.4/1.6;;;;;;;Rear;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber Kia 55300-1Y000;Via Peças;part;Suspension;55300-1Y000;;;27800.0;1;Today;Kia;Picanto;2011;2017.0;1.0/1.2;;;;;;;Rear;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber Kia 55300-2K400;Via Peças;part;Suspension;55300-2K400;;;46500.0;1;Today;Kia;Soul;2008;2013.0;1.6/2.0;;;;;;;Rear;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber Hyundai 55300-2V200;Via Peças;part;Suspension;55300-2V200;;;33500.0;1;Today;Hyundai;Veloster;2011;2017.0;1.6 GDI;;;;;;;Rear;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber Hyundai 55300-3X100;Via Peças;part;Suspension;55300-3X100;;;35800.0;1;Today;Hyundai;Elantra (MD);2011;2015.0;1.6/1.8;;;;;;;Rear;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber Kia 55300-A7100;Via Peças;part;Suspension;55300-A7100;;;34500.0;1;Today;Kia;Cerato;2013;2018.0;1.6/2.0;;;;;;;Rear;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber Kia 55310-1Y200;Via Peças;part;Suspension;55310-1Y200;;;28500.0;1;Today;Kia;Picanto;2015;2017.0;Various;;;;;;;Rear;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber Hyundai 55310-2B520;Via Peças;part;Suspension;55310-2B520;;;36800.0;1;Today;Hyundai;Santa Fe;2006;2012.0;2.2/2.7;;;;;;;Rear;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber Kia 55310-2P200;Via Peças;part;Suspension;55310-2P200;;;37800.0;1;Today;Kia;Sorento;2009;2014.0;2.2/2.4;;;;;;;Rear;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber Hyundai 55310-2W300;Via Peças;part;Suspension;55310-2W300;;;38900.0;1;Today;Hyundai;Santa Fe;2013;2018.0;2.0/2.2;;;;;;;Rear;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber Hyundai 55310-3J200;Via Peças;part;Suspension;55310-3J200;;;41500.0;1;Today;Hyundai;Veracruz;2007;2012.0;3.8;;;;;;;Rear;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber Kia 55310-B2040;Via Peças;part;Suspension;55310-B2040;;;39800.0;1;Today;Kia;Soul;2014;2019.0;1.6;;;;;;;Rear;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber Hyundai 55310-F2500;Via Peças;part;Suspension;55310-F2500;;;35800.0;1;Today;Hyundai;Elantra (AD);2016;2020.0;2.0;;;;;;;Rear;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber Hyundai/Kia 55311-2S400;Via Peças;part;Suspension;55311-2S400;;;45000.0;1;Today;Hyundai/Kia;ix35/Sportage;2010;2015.0;2.0/2.4;;;;;;;Rear;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber Hyundai 55311-3S010;Via Peças;part;Suspension;55311-3S010;;;37800.0;1;Today;Hyundai;Sonata (YF);2011;2014.0;2.0/2.4;;;;;;;Rear;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber Hyundai 55311-3X250;Via Peças;part;Suspension;55311-3X250;;;35500.0;1;Today;Hyundai;Elantra (MD);2011;2015.0;Various;;;;;;;Rear;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber Hyundai 55311-C1200;Via Peças;part;Suspension;55311-C1200;;;38500.0;1;Today;Hyundai;Sonata (LF);2015;2019.0;2.0/2.4;;;;;;;Rear;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber Kia 55311-F1000;Via Peças;part;Suspension;55311-F1000;;;38500.0;1;Today;Kia;Sportage (QL);2016;2021.0;1.6/2.0;;;;;;;Rear;amortecedor traseiro, rear shock absorber;;yes
Front Shock Absorber (L) Hyundai/Kia 55351-2E501;Via Peças;part;Suspension;55351-2E501;;;48200.0;1;Today;Hyundai/Kia;Tucson/Sportage;2004;2010.0;4WD;;;;;;;Left;amortecedor dianteiro (e), rear shock (l);;yes
Front Shock Absorber (R) Hyundai/Kia 55361-2E501;Via Peças;part;Suspension;55361-2E501;;;48200.0;1;Today;Hyundai/Kia;Tucson/Sportage;2004;2010.0;4WD;;;;;;;Right;amortecedor dianteiro (d), rear shock (r);;yes
Stabilizer Bar Rear Hyundai/Kia 55510-2S000;Via Peças;part;Mechanical;55510-2S000;;;98700.0;1;Today;Hyundai/Kia;ix35/Sportage;2010;2015.0;Various;;;;;;;Rear;barra estabilizadora tras, rear stabilizer bar;;yes
Bushing Stabilizer Rear Hyundai/Kia 55513-2S000;Via Peças;part;Mechanical;55513-2S000;;;7500.0;1;Today;Hyundai/Kia;ix35/Sportage;2010;2015.0;Various;;;;;;;Rubber;casquilho estabiliz tras, rear stabilizer bush;;yes
Bushing Stabilizer Rear Hyundai 55513-3K100;Via Peças;part;Mechanical;55513-3K100;;;8700.0;1;Today;Hyundai;Sonata;2005;2010.0;Various;;;;;;;Rubber;casquilho estabiliz tras, rear stabilizer bush;;yes
Bushing Stabilizer Rear Hyundai 55513-3N200;Via Peças;part;Mechanical;55513-3N200;;;8500.0;1;Today;Hyundai;Equus/Genesis;2009;2013.0;Various;;;;;;;Rubber;casquilho estabiliz tras, rear stabilizer bush;;yes
Bushing Stabilizer Rear Hyundai 55513-3S000;Via Peças;part;Mechanical;55513-3S000;;;8500.0;1;Today;Hyundai;Sonata (YF);2011;2014.0;Various;;;;;;;Rubber;casquilho estabiliz tras, rear stabilizer bush;;yes
Link Stabilizer Rear Hyundai 55530-2B200;Via Peças;part;Mechanical;55530-2B200;;;22500.0;1;Today;Hyundai;Santa Fe;2006;2012.0;2.2/2.7;;;;;;;Rear;pendural estabiliz tras, rear stabilizer link;;yes
